review_rank_global,review_rank_project,review_bucket,review_reason,project_id,project_name,list_type,category,quadrant,quadrant_label,review_priority,scale_video_count_tier,scale_video_count_best,scale_best_hashtag,likely_reach_tier,raw_reach_tier,inclusive_reach_tier,reach_noise_risk,low_relevance_play_ratio_project,likely_play_ratio_project,video_id,web_url,author_unique_id,source_term,term_script,ceiling_class,quality_label_auto,quality_score_auto,quality_reasons_auto,matched_terms_auto,core_matched_terms_auto,negative_matched_terms_auto,stats_play_count,stats_digg_count,stats_comment_count,stats_share_count,stats_collect_count,hashtags,desc,manual_relevance,manual_noise_type,manual_language_reach,manual_audience_proxy,manual_notes
292,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,24,宣纸传统制作技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,128,xuanpaper,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3256,0.2663,7321072687260962091,https://www.tiktok.com/@trendygabriel/video/7321072687260962091,trendygabriel,papermaking,latin,ceiling_capped,low_relevance,-2,generic_source_only,,,,38000000,2500000,13400,14500,234300,wow;howitsmade,Replying to @ムズキフ he knows how to make that paper💰 #wow #howitsmade,,,,,
293,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,24,宣纸传统制作技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,128,xuanpaper,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3256,0.2663,7277253237101677867,https://www.tiktok.com/@peter.pan810/video/7277253237101677867,peter.pan810,xuanpaper,latin,exhausted,low_relevance,1,china_context,,,,30700000,2900000,13200,78400,260700,china;chineseculture;culture;handcraft;handwork;foryou;fyp;ancient,"1000 years ago, the Chinese learned to make paper from bamboo. How was ancient paper made?#china #chineseculture #culture #handcraft #handwork #foryou #fyp #ancient",,,,,
294,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,24,宣纸传统制作技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,128,xuanpaper,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3256,0.2663,7461031341879004458,https://www.tiktok.com/@lednevo4ka/video/7461031341879004458,lednevo4ka,papermaking,latin,ceiling_capped,needs_review,2,source_hit;project_term_hits:1;core_term_hits:1;generic_source_only,papermaking,papermaking,,29700000,2200000,3960,67400,176000,papertok;handmadepaper;papermakingprocess;papermaking;artisanpaper;recycling;papermaker;recycledpaper;handmadepapers,Find me on YouTube now! 🤗 I’m preparing something new for you 😏😉 #papertok #handmadepaper #papermakingprocess #papermaking #artisanpaper #recycling #papermaker #recycledpaper #handmadepapers,,,,,
295,1,likely_evidence,验证低存量高触达是否为真相关破圈视频,27,龙泉青瓷传统烧制技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,657,longquanceladon,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.5048,0.4292,7569629481434975502,https://www.tiktok.com/@shanbai09/video/7569629481434975502,shanbai09,龙泉,cjk,exhausted,likely_relevant,10,source_hit;project_term_hits:4;core_term_hits:4;china_context;cjk_desc,celadon;longquanceladon;青瓷;龙泉,celadon;longquanceladon;青瓷;龙泉,,46100000,3800000,22100,194000,264800,traditional;handmade;chinesecraft;chineseheritage;countrysidelife;tiktok;ancient;chinesetradition;porcelain,"龙泉青瓷 Longquan Celadon | Originated in the Five Dynasties, flourished in the Song Dynasty, crafted in Longquan (Zhejiang) with its iconic celadon glaze, a treasure of Chinese porcelain. #traditional #handmade #chinesecraft #chineseheritage #countrysidelife #ti…",,,,,
296,2,likely_evidence,验证低存量高触达是否为真相关破圈视频,27,龙泉青瓷传统烧制技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,657,longquanceladon,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.5048,0.4292,7633736301002362119,https://www.tiktok.com/@user8513083442827/video/7633736301002362119,user8513083442827,longquanceladon,latin,exhausted,likely_relevant,7,source_hit;project_term_hits:2;core_term_hits:2;china_context,celadon;longquanceladon,celadon;longquanceladon,,19900000,2200000,7047,78300,106500,longquanceladon;china;fyp;orientalaesthetic;giftideas,Better broken jade than whole tile. #LongquanCeladon #china #fyp #OrientalAesthetic#giftideas,,,,,
297,3,likely_evidence,验证低存量高触达是否为真相关破圈视频,27,龙泉青瓷传统烧制技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,657,longquanceladon,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.5048,0.4292,6871202753721535750,https://www.tiktok.com/@longquan.celadon/video/6871202753721535750,longquan.celadon,longquanceladon,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:2;core_term_hits:2;empty_desc,celadon;longquanceladon,celadon;longquanceladon,,18400000,719300,885,2182,5068,,,,,,,
298,4,likely_evidence,验证低存量高触达是否为真相关破圈视频,27,龙泉青瓷传统烧制技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,657,longquanceladon,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.5048,0.4292,7635542993771957535,https://www.tiktok.com/@graypgxftz1/video/7635542993771957535,graypgxftz1,longquanceladon,latin,exhausted,likely_relevant,6,source_hit;project_term_hits:2;core_term_hits:2,celadon;longquanceladon,celadon;longquanceladon,,17300000,1200000,4678,90800,66300,asmr;handpaintedporcelain;longquancelado;orientalaesthetic;jingdezhenceramics,"This channel is dedicated to one thing: capturing through videos and sounds the art of Longquan celadon with ice crackle -a thousand-year-old intangible cultural heritage, a living art that still ""sings"" after being fired.#ASMR #HandpaintedPorcelain #longquan…",,,,,
299,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,27,龙泉青瓷传统烧制技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,657,longquanceladon,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.5048,0.4292,7584821887960698126,https://www.tiktok.com/@shanbai09/video/7584821887960698126,shanbai09,龙泉,cjk,exhausted,needs_review,2,china_context;cjk_desc,,,,4800000,180100,1018,4635,10800,craftsmanship;chinese;silk;traditional;handmade,"香云纱 Xiangyunsha｜With roots tracing back to the Ming Dynasty, Xiangyunsha is a living heritage of Chinese silk craftsmanship. Its name, meaning ""cloud-patterned yarn"", comes from the subtle luster it acquires after being sun-dried and mud-dyed along the Pearl …",,,,,
300,6,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,27,龙泉青瓷传统烧制技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,657,longquanceladon,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.5048,0.4292,7550906729114946846,https://www.tiktok.com/@kirsty.liu_/video/7550906729114946846,kirsty.liu_,青瓷,cjk,ceiling_capped,needs_review,2,china_context;cjk_desc,,,,2900000,194900,1915,14200,29700,mandopop;cpop,In Chinese we don’t say “I miss you” We say…. <青花瓷> Jay Chou #mandopop #cpop,,,,,
301,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,27,龙泉青瓷传统烧制技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,657,longquanceladon,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.5048,0.4292,7570735562601139511,https://www.tiktok.com/@aokifengchun/video/7570735562601139511,aokifengchun,青瓷,cjk,ceiling_capped,low_relevance,0,,,,,32100000,1300000,5012,42500,78500,handwork;handmade;LearnOnTikTok;foryourpage,#handwork #handmade #learnontiktok #foryourpage,,,,,
302,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,27,龙泉青瓷传统烧制技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,657,longquanceladon,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.5048,0.4292,7624096912974564621,https://www.tiktok.com/@craftheritage/video/7624096912974564621,craftheritage,longquanceladon,latin,exhausted,low_relevance,1,china_context,,,,19700000,1200000,12500,48300,87600,handwork;craft;ancientchina;handmade;crafttok,"Longquan Ge Kiln is one of the Five Great Kilns of the Song Dynasty in China, famous for its distinctive crackle glaze (called ""gold thread and iron wire""). known for elegant shapes, subtle grayish-green or bluish tones, and a unique network of fine cracks on…",,,,,
303,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,27,龙泉青瓷传统烧制技艺,RL,传统手工艺,stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,657,longquanceladon,high_20_40pct_reach,middle_40_70pct_reach,high_20_40pct_reach,high,0.5048,0.4292,7634490599818677534,https://www.tiktok.com/@graypgxftz1/video/7634490599818677534,graypgxftz1,longquanceladon,latin,exhausted,likely_relevant,6,source_hit;project_term_hits:2;core_term_hits:2,celadon;longquanceladon,celadon;longquanceladon,,16000000,498000,823,11100,12000,longquancelado;orientalaesthetic;giftideas,"This channel is dedicated to one thing: capturing through videos and sounds the art of Longquan celadon with ice crackle -a thousand-year-old intangible cultural heritage, a living art that still ""sings"" after being fired.#longquancelado #OrientalAesthetic #g…",,,,,
304,1,likely_evidence,验证低存量高触达是否为真相关破圈视频,31,蒙古族呼麦,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,902,khoomei,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3827,0.2466,7618062452944669982,https://www.tiktok.com/@lol_ha61/video/7618062452944669982,lol_ha61,throat singing,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:1;china_context,throatsinging,,,28800000,3000000,25000,1200000,255100,chinesethroatsinging;funny,😂😂😂#chinesethroatsinging #funny,,,,,
305,2,likely_evidence,验证低存量高触达是否为真相关破圈视频,31,蒙古族呼麦,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,902,khoomei,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3827,0.2466,7604310197569424661,https://www.tiktok.com/@sivelius/video/7604310197569424661,sivelius,throat singing,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:1;china_context,throatsinging,,,28200000,3300000,21400,654400,346700,tibetanthroatsinging;floptok,#tibetanthroatsinging #floptok,,,,,
306,3,likely_evidence,验证低存量高触达是否为真相关破圈视频,31,蒙古族呼麦,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,902,khoomei,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3827,0.2466,7053967134304619781,https://www.tiktok.com/@cherylporterdiva/video/7053967134304619781,cherylporterdiva,throat singing,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:1;china_context,throatsinging,,,25000000,2700000,4664,3185,80700,duet;tibet;throatsinging;amazing;vocalcoach,#duet with @dawachuktsang Teach me your ways. @heckboyd_ #tibet #throatsinging #amazing #vocalcoach,,,,,
307,4,likely_evidence,验证低存量高触达是否为真相关破圈视频,31,蒙古族呼麦,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,902,khoomei,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3827,0.2466,7616750284177460487,https://www.tiktok.com/@gangchentibet07/video/7616750284177460487,gangchentibet07,throat singing,latin,exhausted,likely_relevant,4,source_hit;project_term_hits:1;china_context,throatsinging,,,19600000,2800000,33300,581500,267400,བོད་རྒྱལ་ལོ།❤️;བོད་གཞས་སྙན་མོ💜;tibetanthroatsinging;viraltiktok,#བོད་རྒྱལ་ལོ།❤️#བོད་གཞས་སྙན་མོ💜 #tibetanthroatsinging#viraltiktok,,,,,
308,5,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,31,蒙古族呼麦,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,902,khoomei,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3827,0.2466,7544518597226401037,https://www.tiktok.com/@erklen/video/7544518597226401037,erklen,throat singing,latin,exhausted,needs_review,2,source_hit;project_term_hits:2;negative_term_hits:1,mongolianthroatsinging;throatsinging,,mongolia,81000000,3500000,15500,123500,164800,throatsinging;throatsing;mongolianthroatsinging;erklen;berkleecollegeofmusic,throat singing chicken 2 #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic,,,,,
309,6,needs_review_boundary,判定 needs_review 是否应回流到 likely 或 low，影响 inclusive 触达,31,蒙古族呼麦,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,902,khoomei,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3827,0.2466,7556654545070230798,https://www.tiktok.com/@erklen/video/7556654545070230798,erklen,throat singing,latin,exhausted,needs_review,2,source_hit;project_term_hits:2;negative_term_hits:1,mongolianthroatsinging;throatsinging,,mongolia,47800000,1100000,6101,38300,60700,throatsinging;throatsing;mongolianthroatsinging;erklen;berkleecollegeofmusic,throat singing chicken 4 #throatsinging #throatsing #mongolianthroatsinging #erklen #berkleecollegeofmusic,,,,,
310,7,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,31,蒙古族呼麦,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,902,khoomei,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3827,0.2466,7641989538625244423,https://www.tiktok.com/@mochalatteeeee_j/video/7641989538625244423,mochalatteeeee_j,höömii,latin,ceiling_capped,low_relevance,0,,,,,48400000,3700000,19800,818400,209400,fyp;birthday;friends,"belated and advance happy bday to us, my homies!🥳 #fyp #birthday #friends",,,,,
311,8,low_noise_probe,核查 low_relevance 高播放噪声是否为撞词/泛词/错项目,31,蒙古族呼麦,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,902,khoomei,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3827,0.2466,7603529890654063902,https://www.tiktok.com/@_aztoalex/video/7603529890654063902,_aztoalex,throat singing,latin,exhausted,low_relevance,0,,,,,29000000,5100000,35800,1000000,534000,fyp;viral;singing;repost;tiktok,#fyp#viral#singing#repost#tiktok,,,,,
312,9,raw_top_probe,核查 raw top 是否由低相关热门视频撑高,31,蒙古族呼麦,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,near_invisible,902,khoomei,top_20pct_reach,top_20pct_reach,top_20pct_reach,medium,0.3827,0.2466,7522002205973548302,https://www.tiktok.com/@erklen/video/7522002205973548302,erklen,throat singing,latin,exhausted,needs_review,2,source_hit;project_term_hits:2;negative_term_hits:1,mongolianthroatsinging;throatsinging,,mongolia,36000000,3000000,12200,549000,282900,throatsinging;throatsing;throatrap;berklee;mongolianthroatsinging;morinkhuur;jawharp;mongolian;mongolianlife;slipknotduality;tovshuur;mongolianinstrument,day 1 to 1 year in Mongolia 🇲🇳 #throatsinging #throatsing #throatrap #berklee #mongolianthroatsinging #morinkhuur #jawharp #mongolian #mongolianlife #slipknotduality #tovshuur #mongolianinstrument #mongolian,,,,,
313,1,likely_evidence,验证低存量高触达是否为真相关破圈视频,42,古琴艺术,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,9346,guqin,high_20_40pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,medium,0.4311,0.3721,7569493475566030135,https://www.tiktok.com/@hudddjd/video/7569493475566030135,hudddjd,guqin,latin,ceiling_capped,likely_relevant,4,source_hit;project_term_hits:1;core_term_hits:1,guqin,guqin,,38900000,475400,4167,15600,40100,craftsman;handmade;fyp;rurallife;handwork,Ru porcelain and guqin making#craftsman#handmade #fyp #rurallife #handwork,,,,,
314,2,likely_evidence,验证低存量高触达是否为真相关破圈视频,42,古琴艺术,RL,表演艺术(音乐),stock_low__reach_high,低存量高触达：小而精破圈候选,P1_low_stock_high_reach,long_tail,9346,guqin,high_20_40pct_reach,middle_40_70pct_reach,middle_40_70pct_reach,medium,0.4311,0.3721,7559630241006718216,https://www.tiktok.com/@guzheng.vn/video/7559630241006718216,guzheng.vn,古琴,cjk,ceiling_capped,likely_relevant,5,source_hit;project_term_hits:1;core_term_hits:1;cjk_desc,古琴,古琴,,5900000,476600,4994,16900,47000,zhudi;dongxiao;cổtranh;古琴;erhu,#zhudi #dongxiao #cổtranh #古琴 #erhu,,,,,
